Project Key,Project Name,Story Key,Status,Priority,Created,Summary
ET,BitCode Team,ET-9117,Finalizada,Highest,2021-10-28T08:37:02.150-0600,Limpiar tablas de BLTA Audit (Datos viejos)
ET,BitCode Team,ET-9116,Finalizada,Highest,2021-10-28T08:34:42.707-0600,Spike como Incluir validación de terminal
ET,BitCode Team,ET-9115,Finalizada,Highest,2021-10-28T08:28:00.770-0600,Inclusión de formato de secuencia-Afiliados Servimas
ET,BitCode Team,ET-9114,Finalizada,Highest,2021-10-28T08:22:17.560-0600,Fix en el S&F para el problema del @version en el registro en BD
ET,BitCode Team,ET-9113,Finalizada,Highest,2021-10-28T08:21:28.977-0600,Mover a producción y probar fix de autorización (validation)
ET,BitCode Team,ET-9112,Finalizada,Highest,2021-10-28T08:17:53.883-0600,Ajuste para valores en 0 de rubros a guardar S&F
ET,BitCode Team,ET-9111,Finalizada,Highest,2021-10-28T08:16:27.373-0600,PU MS de Cierre
ET,BitCode Team,ET-9110,Finalizada,Highest,2021-10-28T08:15:06.537-0600,Pruebas de unidad para MS CORE
ET,BitCode Team,ET-9109,Finalizada,Highest,2021-10-28T08:13:51.760-0600,MS Core Spike de como manejar campos en memoria  entre diferentes secciones
ET,BitCode Team,ET-9108,Finalizada,Highest,2021-10-28T08:12:23.203-0600,Ajuste de required flag que reemplaza valor en campo detail
ET,BitCode Team,ET-9107,Finalizada,Highest,2021-10-28T08:09:00.673-0600,Agregar máscara al campo de numero de cuenta en deposito
OS,OPC Squad,OS-5966,Finalizada,Highest,2021-10-28T04:51:34.773-0600,Eliminar comisión y rendimiento 
OS,OPC Squad,OS-5964,Finalizada,Highest,2021-10-28T04:02:11.577-0600,Agregar sección corrección de imputaciones
ET,BitCode Team,ET-9073,Finalizada,Highest,2021-10-28T03:31:49.590-0600,Versionar Microservicio BacConnectivity Node Js parte 2
ET,BitCode Team,ET-9072,Finalizada,Highest,2021-10-28T03:30:04.943-0600,Versionar Microservicio BacConnectivity Node Js parte 1
OS,OPC Squad,OS-5961,Finalizada,Highest,2021-10-28T02:19:34.323-0600,Carga Tablas Cálculo proyecciones
ADI,Investor,ADI-5985,Tareas por hacer,Highest,2021-10-27T08:36:39.127-0600,Validación en asientos 83- xx  Operaciones a plazo
ET,BitCode Team,ET-9067,Finalizada,Highest,2021-10-27T07:58:42.903-0600,Cambiar nombre de parametros en MS Dispatcher
ET,BitCode Team,ET-9066,Finalizada,Highest,2021-10-27T07:58:16.590-0600,Cambiar nombre de parametros en MS Store And Forward
OS,OPC Squad,OS-5945,Finalizada,Highest,2021-10-27T02:24:43.387-0600,Generación cert art 71 (Aperturas)
WP,Scrumverse,WP-1778,Finalizada,Highest,2021-10-26T08:25:25.383-0600,Msj al Usuario-  Plan no tiene Adicionales
WP,Scrumverse,WP-1774,Finalizada,Highest,2021-10-26T08:13:34.697-0600,Titular Inactivo - Adicionales Inactivos
WP,Scrumverse,WP-1769,Finalizada,Highest,2021-10-26T08:08:04.907-0600,Adicionales Gratis marcados en Verde
ADI,Investor,ADI-5980,Tareas por hacer,Highest,2021-10-26T04:47:36.477-0600,Generación de archivos T-recs automatizados 
ET,BitCode Team,ET-9062,Finalizada,Highest,2021-10-26T04:02:25.123-0600,Validar emision Listado de Tickets MS SF
WP,Scrumverse,WP-1742,Finalizada,Highest,2021-10-25T10:03:21.200-0600,Plan- Beneficio- Comercio: Flujo de Aprobación
WP,Scrumverse,WP-1741,Finalizada,Highest,2021-10-25T10:02:36.553-0600,Comercios: Flujo  de Aprobaciones
WP,Scrumverse,WP-1740,Finalizada,Highest,2021-10-25T10:01:43.183-0600,Beneficio Acum Acelerada: Funcionalidad de Aprobación de Cambios
ADI,Investor,ADI-5956,Finalizada,Highest,2021-10-25T09:58:00.633-0600,Pantalla aplicación de pre solicitudes de retiros e inversión 
ADI,Investor,ADI-5955,Finalizada,Highest,2021-10-25T09:47:30.197-0600,Ajuste en pantalla de inversiones
OS,OPC Squad,OS-5933,Finalizada,Highest,2021-10-25T09:40:38.997-0600,Catalogar OBEs
WP,Scrumverse,WP-1730,Finalizada,Highest,2021-10-25T09:06:51.497-0600,Notificaciones: Creación de pantalla de carga de plantillas
OS,OPC Squad,OS-5932,Tareas por hacer,Highest,2021-10-25T09:04:06.407-0600,Cociliaciones T-Recs
WP,Scrumverse,WP-1729,Finalizada,Highest,2021-10-25T08:57:58.537-0600,Usar el microservicio common-notification para envío de correos
WP,Scrumverse,WP-1728,Finalizada,Highest,2021-10-25T08:54:51.423-0600,Crear funcionalidad de Envío de Correos en el Microservicio Schudule
WP,Scrumverse,WP-1725,Finalizada,Highest,2021-10-25T08:25:23.813-0600,Preparación de Datos para el Demo- Dashboard Premium
ET,BitCode Team,ET-9047,Finalizada,Highest,2021-10-22T09:24:51.290-0600,Agregar section a nueva cache
WP,Scrumverse,WP-1723,Finalizada,Highest,2021-10-22T08:32:59.203-0600,Pruebas en Desarrollo: Cobro- Facturación y Adicionales
ET,BitCode Team,ET-9038,Finalizada,Highest,2021-10-21T09:34:10.887-0600,Endpoint Tiquetes Pendientes en dispatcher ms
ET,BitCode Team,ET-9033,Finalizada,Highest,2021-10-21T09:25:54.280-0600,Desarrollo de MS-BacConnectivity en NodeJS
WP,Scrumverse,WP-1717,Finalizada,Highest,2021-10-21T02:39:19.403-0600,Agregar columna a la bitácora de aprobación
OS,OPC Squad,OS-5916,Finalizada,Highest,2021-10-20T10:58:42.757-0600,Cálculo cantidad cuotas Estados de Cuenta
OS,OPC Squad,OS-5910,Finalizada,Highest,2021-10-20T05:17:11.170-0600,Ajustar reporte de Aportaciones pendientes distribuir 
OS,OPC Squad,OS-5905,Finalizada,Highest,2021-10-20T03:32:17.930-0600,Generación asientos rezagos BC&BD
PP,Bug Hunters,PP-5886,Tareas por hacer,Highest,2021-10-19T11:11:16.047-0600,crear consulta de historico de Ots
DFD,Defenders,DFD-2340,Finalizada,Highest,2021-10-19T08:30:08.347-0600,Pantalla de Configuración de Variables de la Calculadora de Riesgo
DFD,Defenders,DFD-2339,Finalizada,Highest,2021-10-19T08:29:31.787-0600,Corrección de Consulta de Productos y Servicios
ADI,Investor,ADI-5916,Finalizada,Highest,2021-10-19T04:52:08.983-0600,Solicitud previo de envió de Ordenes de Retiros
ADI,Investor,ADI-5914,Finalizada,Highest,2021-10-19T03:06:11.487-0600,Cancelar solicitudes de envió 
ADI,Investor,ADI-5913,Tareas por hacer,Highest,2021-10-19T02:57:47.627-0600,Exclusión de envió a comunicados primeros 3
ADI,Investor,ADI-5912,Finalizada,Highest,2021-10-19T02:57:22.490-0600,Crear dos grupos de correos para envios internos
ET,BitCode Team,ET-9017,Finalizada,Highest,2021-10-18T12:44:57.857-0600,Crear Almacen de confianza SSL para comunicacion con Dispatcher Nube - Agregar a MS BacConnectivity
ADI,Investor,ADI-5910,Finalizada,Highest,2021-10-18T10:46:40.273-0600,Ajuste en Reporte Saldos de clientes y Reportes de movimientos
ADI,Investor,ADI-5909,Finalizada,Highest,2021-10-18T10:41:23.393-0600,Inversión automática cuando se retira de un fondo a otro 
ADI,Investor,ADI-5908,Tareas por hacer,Highest,2021-10-18T10:30:31.443-0600,Creación de consulta nueva inversiones y retiros -similar cuenta 10
ADI,Investor,ADI-5907,Tareas por hacer,Highest,2021-10-18T10:21:04.203-0600,Asiento #52-asiento para recompras en SFI
ADI,Investor,ADI-5906,Finalizada,Highest,2021-10-18T10:16:46.250-0600,Limpiar Formulario de retiros cada vez que le das guardar 
ADI,Investor,ADI-5905,Finalizada,Highest,2021-10-18T10:12:49.990-0600,Ajuste en búsqueda de clientes 
ADI,Investor,ADI-5904,Finalizada,Highest,2021-10-18T10:09:51.550-0600,Solicitud previo de envió de Ordenes Inversión 
OS,OPC Squad,OS-5876,Finalizada,Highest,2021-10-18T02:21:46.807-0600,Pruebas Traslados Internos
PP,Bug Hunters,PP-5870,Finalizada,Highest,2021-10-15T10:13:12.620-0600,Ajuste en proceso de conciliaciones 
PP,Bug Hunters,PP-5869,Finalizada,Highest,2021-10-15T10:04:47.267-0600,Ajuste en reversión de operaciones de recompra 
ET,BitCode Team,ET-9016,Finalizada,Highest,2021-10-15T10:04:05.203-0600,Buffer Paybac
ET,BitCode Team,ET-9015,Finalizada,Highest,2021-10-15T10:03:57.983-0600,Buffer
ET,BitCode Team,ET-9014,Finalizada,Highest,2021-10-15T10:03:09.753-0600,MS Alertas monitoreo CPU CRI400B y Páguelo
ET,BitCode Team,ET-9013,Finalizada,Highest,2021-10-15T09:44:21.780-0600,Historias de Rollback de SQL para Pase BD y VB DBA
ET,BitCode Team,ET-9012,Finalizada,Highest,2021-10-15T09:44:21.467-0600,Historias de Rollback de SQL para Pase BD y VB DBA
PP,Bug Hunters,PP-5868,Finalizada,Highest,2021-10-15T09:35:57.187-0600,Eliminar plantillas de Estados de cuenta primera versión 
ET,BitCode Team,ET-9011,Finalizada,Highest,2021-10-15T09:29:58.960-0600,MS Maintenance Mantenimiento de Canales y afiliados
ET,BitCode Team,ET-9010,Finalizada,Highest,2021-10-15T09:29:31.977-0600,MS Front End Mantenimiento de Canales 
ET,BitCode Team,ET-9009,Finalizada,Highest,2021-10-15T09:24:05.450-0600, Portal BAC Pruebas en UAT de variables de entorno
PP,Bug Hunters,PP-5867,Finalizada,Highest,2021-10-15T09:21:27.027-0600,Parametrizar calculo de costo final para incluir costos varios
PP,Bug Hunters,PP-5866,Finalizada,Highest,2021-10-15T09:19:35.780-0600,Sección de Títulos pendientes de recibir en consulta de estado 
PP,Bug Hunters,PP-5865,Finalizada,Highest,2021-10-15T09:04:16.710-0600,Sección de Títulos pendientes de recibir  en reporte de Estado de cuenta
ET,BitCode Team,ET-9008,Finalizada,Highest,2021-10-15T08:48:11.743-0600,Activación Muni de Buenos Aires
ET,BitCode Team,ET-9007,Finalizada,Highest,2021-10-15T08:47:27.827-0600,Activación Muni de Cañas
ET,BitCode Team,ET-9005,Finalizada,Highest,2021-10-15T08:47:26.887-0600,"Evaluacion de afiliados: Telecable, Tigo"
ET,BitCode Team,ET-9004,Finalizada,Highest,2021-10-15T08:46:47.777-0600,Activación Muni de Parrita
ET,BitCode Team,ET-9000,Finalizada,Highest,2021-10-15T06:42:50.913-0600,"Portal BAC Configurar Pagos, Pagar y Reversar Municipalidad Heredia"
ET,BitCode Team,ET-8999,Finalizada,Highest,2021-10-15T06:42:33.863-0600,"Portal BAC Configurar Pagos, Pagar y Reversar Municipalidad Santo Domingo"
ET,BitCode Team,ET-8998,Finalizada,Highest,2021-10-15T06:42:15.287-0600,"Portal BAC Configurar Pagos, Pagar y Reversar Municipalidad Tibás"
ET,BitCode Team,ET-8997,Finalizada,Highest,2021-10-15T06:41:59.067-0600,"Portal BAC Configurar Pagos, Pagar y Reversar Municipalidad Coronado"
ET,BitCode Team,ET-8996,Finalizada,Highest,2021-10-15T06:41:42.387-0600,"Portal BAC Configurar Pagos, Pagar y Reversar Municipalidad San José"
ET,BitCode Team,ET-8995,Finalizada,Highest,2021-10-15T06:41:22.277-0600,"Portal BAC Configurar Pagos, Pagar y Reversar Municipalidad Aserrí"
ET,BitCode Team,ET-8994,Finalizada,Highest,2021-10-15T06:41:04.613-0600,"Portal BAC Configurar Pagos, Pagar y Reversar Municipalidad Oreamuno"
ET,BitCode Team,ET-8993,Finalizada,Highest,2021-10-15T06:40:46.333-0600,"Portal BAC Configurar Pagos, Pagar y Reversar Municipalidad Desamparados"
ET,BitCode Team,ET-8992,Finalizada,Highest,2021-10-15T06:40:23.033-0600,"Portal BAC Configurar Pagos, Pagar y Reversar Municipalidad Montes de Oca"
ET,BitCode Team,ET-8991,Finalizada,Highest,2021-10-15T06:40:00.593-0600,"Portal BAC Configurar Pagos, Pagar y Reversar Municipalidad Belén"
ET,BitCode Team,ET-8990,Finalizada,Highest,2021-10-15T06:39:45.127-0600,"Portal BAC Configurar Pagos, Pagar y Reversar Municipalidad Flores"
ET,BitCode Team,ET-8989,Finalizada,Highest,2021-10-15T06:39:19.840-0600,Portal BAC Configurar Pagos Municipalidad Moravia
ET,BitCode Team,ET-8988,Finalizada,Highest,2021-10-15T06:39:04.067-0600,Portal BAC Configurar Pagos Municipalidad  Garabito
ET,BitCode Team,ET-8987,Finalizada,Highest,2021-10-15T06:38:48.137-0600,Portal BAC Configurar Pagos Municipalidad San Ramón
ET,BitCode Team,ET-8986,Finalizada,Highest,2021-10-15T06:38:28.450-0600,Portal BAC Configurar Pagos Municipalidad Zarcero
ET,BitCode Team,ET-8985,Finalizada,Highest,2021-10-15T06:38:10.383-0600,Portal BAC Configurar Pagos Municipalidad Pérez Zeledón
ET,BitCode Team,ET-8984,Finalizada,Highest,2021-10-15T06:37:48.653-0600,Portal BAC Configurar Pagos Municipalidad Turrialba
ET,BitCode Team,ET-8983,Finalizada,Highest,2021-10-15T06:36:47.747-0600,Portal BAC Configurar Pagos Municipalidad Escazú
ET,BitCode Team,ET-8982,Finalizada,Highest,2021-10-15T06:35:13.413-0600,Portal BAC Actualizar terminos y condiciones de uso
ET,BitCode Team,ET-8981,Finalizada,Highest,2021-10-15T06:10:27.670-0600,MS BACLINK Paymethod subir en repositorio
ET,BitCode Team,ET-8980,Finalizada,Highest,2021-10-15T06:08:10.703-0600,MS Dispatcher incluirle  el Redis
ET,BitCode Team,ET-8979,Finalizada,Highest,2021-10-15T06:04:04.277-0600,MS Settle incluirle  el Redis
ET,BitCode Team,ET-8978,Finalizada,Highest,2021-10-15T06:03:34.757-0600,MS Maintenance incluirle  el Redis
ET,BitCode Team,ET-8977,Finalizada,Highest,2021-10-15T06:03:11.893-0600,MS Stored&Forward incluirle  el Redis
ET,BitCode Team,ET-8976,Finalizada,Highest,2021-10-15T06:02:44.953-0600,MS Core incluirle al FlowProcess el Redis
ET,BitCode Team,ET-8975,Finalizada,Highest,2021-10-15T06:02:15.743-0600,MS Core incluirle al Circuit Breaker el Redis
ET,BitCode Team,ET-8972,Finalizada,Highest,2021-10-15T05:54:46.787-0600,Crear MS BACLink Redis
ET,BitCode Team,ET-8969,Finalizada,Highest,2021-10-15T05:50:31.307-0600,Portal BAC Configurar Pagos Municipalidad Grecia
ET,BitCode Team,ET-8963,Finalizada,Highest,2021-10-15T05:45:20.633-0600,Portal BAC Configurar Pagos y Pruebas Recargas
OS,OPC Squad,OS-5868,Finalizada,Highest,2021-10-15T04:22:20.127-0600,Pruebas Tabla replica TAF
OS,OPC Squad,OS-5867,Finalizada,Highest,2021-10-15T04:18:41.063-0600,Pruebas Descuadre Asientos
ET,BitCode Team,ET-8955,Finalizada,Highest,2021-10-15T03:00:40.237-0600,Portal BAC AYA no funciona
PP,Bug Hunters,PP-5863,Finalizada,Highest,2021-10-15T02:59:26.460-0600,Crear mantenimiento para excluir cuentas de la generación contable 
PP,Bug Hunters,PP-5862,Finalizada,Highest,2021-10-15T02:59:06.860-0600,Crear mantenimiento para excluir cuentas del anexo 45
ET,BitCode Team,ET-8953,Finalizada,Highest,2021-10-15T02:55:25.330-0600,MS Notificaciones lograr que funcione en la nube
ET,BitCode Team,ET-8952,Finalizada,Highest,2021-10-15T02:54:07.133-0600,Validar envio de correos con el MS notificaciones al crear un tiquete
ET,BitCode Team,ET-8951,Finalizada,Highest,2021-10-15T02:52:31.547-0600,Afiliado Pago Tarjetas Configurar flujo pago  para Stored&Forward
ET,BitCode Team,ET-8950,Finalizada,Highest,2021-10-15T02:52:16.683-0600,Afiliado Pago Tarjetas Continuar con revision de terminales
ET,BitCode Team,ET-8949,Finalizada,Highest,2021-10-15T02:51:09.127-0600,Afiliado Deposito Banco Continuar con revision de terminales
ET,BitCode Team,ET-8948,Finalizada,Highest,2021-10-15T02:49:16.637-0600,Afiliado Deposito Banco Configurar flujo pago  para Stored&Forward
ADI,Investor,ADI-5895,Finalizada,Highest,2021-10-15T02:37:49.337-0600,Modificación en el WEb services de vector de precios para almacenamiento
ADI,Investor,ADI-5894,Finalizada,Highest,2021-10-15T02:36:03.627-0600,Actualizar reporte de valoracion de carteras 
OS,OPC Squad,OS-5859,Finalizada,Highest,2021-10-14T09:12:46.767-0600,Parámetro para saldos BEL
ET,BitCode Team,ET-8933,Finalizada,Highest,2021-10-13T09:06:47.470-0600,Manejar variables de entorno en la pagina web Portal I parte
ET,BitCode Team,ET-8914,Finalizada,Highest,2021-10-13T03:30:57.557-0600,Historias de Rollback de SQL para Pase BD y VB DBA
ET,BitCode Team,ET-8913,Finalizada,Highest,2021-10-13T03:20:01.920-0600,Ajustar procedimiento de Rubros en cierres Ice Eléctrico
ET,BitCode Team,ET-8912,Finalizada,Highest,2021-10-13T03:19:37.767-0600,Limpiar tablas de BAC Link (Datos viejos)
OS,OPC Squad,OS-5836,Finalizada,Highest,2021-10-12T08:57:14.653-0600,Pantalla consulta Inventario
ET,BitCode Team,ET-8894,Finalizada,Highest,2021-10-11T08:52:40.023-0600,Ajuste parámetro MS Connectivity y Dispatcher
OS,OPC Squad,OS-5812,Tareas por hacer,Highest,2021-10-11T03:57:28.360-0600,Contabilización aportes Estados de Cuenta
ADI,Investor,ADI-5880,Finalizada,Highest,2021-10-11T03:48:11.327-0600,Ajuste en reporte de t-recs y Reporte regulatorio de inversiones
PP,Bug Hunters,PP-5842,Tareas por hacer,Highest,2021-10-08T11:53:55.627-0600,Solicitud VB PP-5803
ET,BitCode Team,ET-8885,Finalizada,Highest,2021-10-08T10:58:25.733-0600,"Agregar End Point de listado de tiquetes pendientes, Back Office Portal Bac en MS Dispatcher"
ET,BitCode Team,ET-8880,Finalizada,Highest,2021-10-08T09:41:49.440-0600,Arreglar MS Reporte para que funcione completamente en la NUBE
WP,Scrumverse,WP-1712,Finalizada,Highest,2021-10-08T09:36:58.583-0600,Ajuste: Pantalla de Aprobación Mancomunada
ET,BitCode Team,ET-8878,Finalizada,Highest,2021-10-08T09:24:36.530-0600,Ajuste de respuesta en servicio de tickets pedientes S&F
WP,Scrumverse,WP-1695,Finalizada,Highest,2021-10-08T08:24:14.960-0600,Pruebas en Desarrollo: Cobro- Facturación y Adicionales
DFD,Defenders,DFD-2329,Finalizada,Highest,2021-10-08T04:47:52.727-0600,Buffer MSC
ET,BitCode Team,ET-8877,Finalizada,Highest,2021-10-08T04:17:52.017-0600,Habilitar Actuator y Swagger MS Public Connectivity
OS,OPC Squad,OS-5801,Finalizada,Highest,2021-10-07T08:07:41.487-0600,Ajuste en formas (Weblogic)
OS,OPC Squad,OS-5800,Finalizada,Highest,2021-10-07T08:00:01.097-0600,Ajuste en librerías (weblogic)
ET,BitCode Team,ET-8874,Finalizada,Highest,2021-10-07T03:39:20.827-0600,"Actualización End Point Tickets Back Office Portal Bac, MS Stored And Forward"
ADI,Investor,ADI-5872,Finalizada,Highest,2021-10-07T02:47:44.457-0600,Proceso de generación adelanto de comisión de Administración 
OS,OPC Squad,OS-5791,Finalizada,Highest,2021-10-06T04:00:08.500-0600,Ajuste para saldos en BEL
ET,BitCode Team,ET-8871,Finalizada,Highest,2021-10-05T09:40:58.290-0600,Descartar tiquetes vencidos - MS Stored and Forward
ET,BitCode Team,ET-8870,Finalizada,Highest,2021-10-05T04:23:09.240-0600,Ajuste en URL de autenticación MS Public-Connectivity
ADI,Investor,ADI-5853,Finalizada,Highest,2021-10-05T04:04:02.073-0600,Ajuste en selección de operaciones en carga de masiva de operaciones
OS,OPC Squad,OS-5774,Finalizada,Highest,2021-10-05T03:16:21.790-0600,Registro Aportes 0
OS,OPC Squad,OS-5773,Finalizada,Highest,2021-10-05T02:24:23.753-0600,Query 5
ADI,Investor,ADI-5849,Finalizada,Highest,2021-10-04T10:25:09.677-0600,Aviso de preguntas de seguridad 
ADI,Investor,ADI-5848,Finalizada,Highest,2021-10-04T10:12:37.930-0600,Definir preguntas de seguridad del usuario
ADI,Investor,ADI-5847,Finalizada,Highest,2021-10-04T09:57:26.227-0600,Ligue de isines a sectorización 
ADI,Investor,ADI-5846,Finalizada,Highest,2021-10-04T09:40:44.720-0600,RFC agregar servicios en consultas Ptbolsa
ADI,Investor,ADI-5845,Finalizada,Highest,2021-10-04T08:51:05.070-0600,Mantenimiento de sectorización de Isines 
ADI,Investor,ADI-5844,Finalizada,Highest,2021-10-04T08:42:52.210-0600,Ampliar servicios en consultas Ptbolsa
ET,BitCode Team,ET-8817,Finalizada,Highest,2021-10-01T09:57:40.627-0600,Revisión Caso de conciliación afiliado Credisiman
ET,BitCode Team,ET-8816,Finalizada,Highest,2021-10-01T09:55:11.533-0600,Actualizar Dispacher y S&F servidor de desarrollo
ET,BitCode Team,ET-8814,Finalizada,Highest,2021-10-01T09:54:11.910-0600,Pruebas en STG MS Dispacher
ET,BitCode Team,ET-8813,Finalizada,Highest,2021-10-01T09:53:39.620-0600,Pruebas en UAT MS Dispacher
ET,BitCode Team,ET-8812,Finalizada,Highest,2021-10-01T09:50:16.910-0600,PU MS Front End Crear pantalla mantenimiento Canales
ET,BitCode Team,ET-8811,Finalizada,Highest,2021-10-01T09:44:13.773-0600,Activación Muni Santa Cruz
ET,BitCode Team,ET-8810,Finalizada,Highest,2021-10-01T09:44:06.307-0600,Activación Muni Tilaran
ET,BitCode Team,ET-8809,Finalizada,Highest,2021-10-01T09:43:59.320-0600,Activación Muni Palmares
ET,BitCode Team,ET-8806,Finalizada,Highest,2021-10-01T09:32:25.187-0600,Crear Documentación de Tramas
ET,BitCode Team,ET-8805,Finalizada,Highest,2021-10-01T09:02:27.833-0600,Revisión de validación de fecha FE en la conciliación
